latitude,longitude,country
61.31526074,13.17819543,Sweden
-24.94086411,-51.8722132,Brazil
-13.32046327,-46.57150539,Brazil
45.28486938,19.13481545,Serbia
7.008317748,-1.135487356,Ghana
53.94779355,-7.368339321,Ireland
-31.56551477,23.26475001,South Africa
62.26787276,71.5740811,Russia
52.7673824,15.70489913,Poland
-10.13769629,-38.29619025,Brazil
19.16703741,-90.22266794,Mexico
-17.28613568,-47.72384443,Brazil
45.70617391,113.6875534,Mongolia
74.11044158,-57.04101478,Greenland
-28.92102237,-56.09919089,Brazil
54.12772464,50.38180425,Russia
-33.26757068,-66.05035469,Argentina
61.48971357,152.213058,Russia
52.87308704,18.63809217,Poland
-38.93490392,-63.62099336,Argentina
-32.06710472,122.4329057,Australia
-16.7103883,-40.89586267,Brazil
45.44176053,27.09637794,Romania
-37.27810852,-60.85006382,Argentina
-29.34606998,145.8624103,Australia
6.454779668,-74.02551717,Colombia
-5.481198587,-36.91136417,Brazil
15.67148648,80.21530466,India
-27.95519636,119.4579991,Australia
-28.78416214,-49.98234081,Brazil
-1.109477491,-60.45898496,Brazil
-5.592944878,-45.15258465,Brazil
-51.01029846,-71.1768602,Argentina
62.10722964,117.6362566,Russia
51.2865315,19.49078378,Poland
9.176363313,0.018828959,Ghana
58.7544737,68.94844179,Russia
-22.77372312,29.35571295,South Africa
-9.939063735,-57.1301069,Brazil
46.17534472,100.7293926,Mongolia
12.73521981,104.9939208,Cambodia
52.49800049,43.17354651,Russia
53.84231104,20.1475577,Poland
-31.99212348,145.9754652,Australia
61.29312378,48.96903981,Russia
47.52462721,118.9518714,Mongolia
11.16299267,105.9523424,Cambodia
-28.02818617,118.5398961,Australia
46.13844488,113.3814388,Mongolia
48.6458887,89.97346669,Mongolia
-13.43818891,-43.16446299,Brazil
37.35560141,35.5575917,Turkey
0.390192843,36.29981723,Kenya
-2.966587552,-47.64174818,Brazil
-8.159078757,-63.79235908,Brazil
-23.44224825,22.55637297,Botswana
-22.56785418,144.4529412,Australia
40.11497407,27.90380883,Turkey
-8.141451557,-70.76595729,Brazil
63.36035032,46.53619806,Russia
8.551204198,7.716167787,Nigeria
55.50467763,157.6338917,Russia
-27.34715848,148.8961122,Australia
-32.42322059,148.9527302,Australia
62.57224853,12.57365345,Sweden
14.29576585,-16.03697872,Senegal
-6.770644238,-51.03334082,Brazil
-24.97912462,-60.1809635,Argentina
26.31261702,-104.5467449,Mexico
-20.16702312,25.40310216,Botswana
37.76745676,39.42902,Turkey
53.27553356,108.8362107,Russia
-23.49646371,-47.46054193,Brazil
49.35264406,30.566986,Ukraine
1.729011993,-50.87874194,Brazil
0.045833764,37.21106104,Kenya
-50.56253829,-69.32965153,Argentina
-33.35791059,142.5727707,Australia
-21.79353671,-54.63441743,Brazil
-16.19484471,-48.07396357,Brazil
56.12451277,22.5213535,Lithuania
-19.62316987,-50.09245238,Brazil
14.35852801,76.19815623,India
36.88587343,-3.020766481,Spain
57.72272313,66.23323954,Russia
48.42054517,22.28905407,Ukraine
15.84164141,-91.99234813,Mexico
8.175055937,8.594919223,Nigeria
-29.9152243,-56.66136478,Brazil
62.15404846,75.19270501,Russia
-28.24485952,148.7574898,Australia
-19.87077415,136.2875021,Australia
-20.8415217,-53.19772561,Brazil
-12.49329646,-51.76957931,Brazil
26.96578599,-106.6727785,Mexico
51.24246793,42.67285777,Russia
41.39422396,25.40197731,Bulgaria
10.4733872,-74.75131869,Colombia
-54.33855233,-66.7094655,Argentina
-34.17740252,-66.96243538,Argentina
56.69404398,21.26261361,Latvia
43.31875721,143.3826911,Japan
-31.44640996,-64.12760933,Argentina
21.04336299,-101.342706,Mexico
-21.48183238,146.748875,Australia
-29.32061861,-63.81934913,Argentina
-7.563978179,-49.70098287,Brazil
42.8826004,140.7783046,Japan
-10.56618866,-63.62900751,Brazil
7.379457028,7.622734386,Nigeria
37.79301954,14.29836988,Italy
-23.85353073,-63.28517102,Argentina
48.55965224,102.1184548,Mongolia
-28.03707441,28.21447163,South Africa
-3.1201026,-60.0265781,Brazil
15.49457982,103.5717052,Thailand
45.80861042,11.67696438,Italy
42.91345211,132.8070358,Russia
-5.318964202,-41.58097757,Brazil
40.68550642,21.81782167,Greece
47.9264433,22.06537697,Hungary
-17.22578914,-62.55544152,Bolivia
19.74466974,-89.15973035,Mexico
56.72669893,9.577344033,Denmark
-19.11565075,-47.6946785,Brazil
67.00750783,56.92086728,Russia
-22.13746885,-56.64544974,Brazil
-28.71205743,25.79856712,South Africa
19.05084184,83.63782907,India
54.0367923,122.3477466,Russia
-27.04862554,-50.64093914,Brazil
-31.22829871,138.4050985,Australia
-38.21955946,-64.07052968,Argentina
41.65990561,75.01379833,Kyrgyzstan
-35.16724995,-66.57061974,Argentina
49.77551294,17.18817128,Czechia
57.30883863,-5.414668908,United Kingdom
-19.85212582,142.840926,Australia
-20.10737137,-53.81223519,Brazil
-18.50365452,133.8747551,Australia
56.96388667,35.01654665,Russia
51.16969407,17.07387449,Poland
6.26341313,81.0695048,Sri Lanka
-32.37850856,148.9661708,Australia
-30.96374472,19.37841716,South Africa
-23.69941374,139.6418302,Australia
37.50918916,38.22114226,Turkey
-36.82531411,-60.36699088,Argentina
-5.906991769,-44.07113565,Brazil
13.08066041,5.266562403,Nigeria
40.78426829,22.47121317,Greece
54.32064575,44.38127492,Russia
-7.000584028,112.1287237,Indonesia
-15.91979708,-51.40767363,Brazil
40.64434599,34.90338246,Turkey
-31.85459318,-56.50527294,Uruguay
50.77677725,99.52815454,Mongolia
-15.26601144,-40.5992374,Brazil
43.36302882,132.2458525,Russia
-29.43033313,-56.68831675,Brazil
-28.52178692,117.8058408,Australia
46.58814744,106.5450657,Mongolia
-17.41773951,-47.28391556,Brazil
-7.811990749,-63.18604325,Brazil
48.245508,17.92272062,Slovakia
-2.758481145,-43.32910971,Brazil
62.47676786,149.7320448,Russia
-30.8805608,20.43974922,South Africa
-4.17203237,-46.1326418,Brazil
55.09909558,68.1881522,Russia
-30.45108257,145.3468592,Australia
-14.54216774,-56.23251665,Brazil
23.32311413,77.26877587,India
-33.27518733,-64.84741087,Argentina
-12.81410424,-49.89632033,Brazil
-23.61478294,147.619922,Australia
-30.92465725,-69.42423583,Argentina
-30.85345956,21.85213066,South Africa
-23.70268781,-46.24043779,Brazil
0.781174855,36.01642378,Kenya
20.93513979,-104.5718188,Mexico
-18.0768283,-51.03766713,Brazil
20.17765378,-102.2439546,Mexico
24.68014886,-103.2541844,Mexico
-22.9091247,22.11392646,Botswana
38.44341279,27.31904002,Turkey
9.227082799,5.635448923,Nigeria
-2.113850988,37.32733291,Kenya
-27.79883739,-50.86263301,Brazil
-12.24833639,-56.41941138,Brazil
16.49810204,-14.54946393,Senegal
-8.142069812,-70.28875118,Brazil
46.03472552,17.68366971,Hungary
-30.31559911,135.2932345,Australia
28.39256783,-106.9916033,Mexico
-6.105986521,-41.78471038,Brazil
-17.8110555,-63.1785372,Bolivia
-5.300176122,-41.16164097,Brazil
12.633353,8.424316368,Nigeria
-22.09334504,133.4247502,Australia
62.39332598,30.74040346,Finland
50.92458679,23.9969708,Poland
-31.90783692,-56.70952229,Uruguay
47.39232463,17.0187844,Hungary
23.02779669,77.50686386,India
-15.62515158,-58.79423215,Brazil
-21.98729064,142.6988012,Australia
18.51915518,98.77238509,Thailand
14.42955385,-3.324885623,Mali
-26.46503194,119.3953351,Australia
-7.567148834,-72.99188004,Brazil
-40.12884333,-66.02546209,Argentina
-17.74375049,123.5836312,Australia
-51.90749257,-71.40447059,Argentina
62.58983503,26.33311251,Finland
-5.263186284,-36.66204746,Brazil
18.03604966,-89.06760665,Mexico
-7.216017385,-39.12044548,Brazil
-16.3119538,-46.51299498,Brazil
-33.99864712,-60.21801208,Argentina
39.12547661,42.18766474,Turkey
46.85142859,112.3312244,Mongolia
0.277860404,34.69879359,Kenya
-33.74259564,-54.8510864,Uruguay
59.66119591,18.34235109,Sweden
-28.22750409,121.0851272,Australia
31.31574437,-108.7560052,Mexico
-15.99759326,142.4981177,Australia
27.81136921,-104.7948858,Mexico
-15.95085808,128.4208271,Australia
-18.88741977,-50.16093597,Brazil
-41.71866502,-66.31220357,Argentina
49.45565326,99.98248295,Mongolia
-7.686815157,-72.97707071,Brazil
48.38266651,30.35424375,Ukraine
50.36664778,34.34844627,Ukraine
-31.86778377,-57.1684963,Uruguay
-41.87043996,-66.94089287,Argentina
17.39979473,76.16341769,India
-39.97927863,-64.84160962,Argentina
14.69382841,-15.64987483,Senegal
28.21711814,-104.5792527,Mexico
-40.13021014,-64.38444956,Argentina
10.3134576,10.55913801,Nigeria
-28.44528225,152.2339708,Australia
-36.09441483,142.8872767,Australia
-26.73123036,20.63285469,South Africa
64.20621108,41.57611034,Russia
-13.55702552,-45.13166841,Brazil
47.1035054,47.78643424,Russia
-21.82104699,28.82309995,Botswana
-22.25368811,-63.36672129,Argentina
-4.747364096,-49.06627238,Brazil
6.927928268,-2.364829397,Ghana
9.011309,-2.476844187,Ghana
16.83397249,-92.88093667,Mexico
44.84564322,23.8096894,Romania
-29.85862786,135.1230175,Australia
-10.83155981,-65.24296509,Brazil
-54.856301,-68.5848333,Argentina
41.08955895,14.38462064,Italy
45.36263863,16.43056325,Croatia
-5.567313022,-42.6027844,Brazil
40.76997636,-2.999794392,Spain
-36.93115,149.1325778,Australia
-31.68638791,-66.01649323,Argentina
10.70872028,-2.365003863,Ghana
7.221820038,7.501016082,Nigeria
68.69299997,30.23367432,Russia
46.54827448,16.72463423,Hungary
4.228645916,-60.99541068,Brazil
42.03005361,25.52485818,Bulgaria
0.852370915,-59.61557811,Brazil
-38.13541907,146.0526625,Australia
-12.73992362,131.464882,Australia
-8.698628933,118.6469957,Indonesia
-30.675675,-69.45364048,Argentina
-1.550734405,-45.05696829,Brazil
0.89757796,35.31461571,Kenya
46.44836822,94.12885814,Mongolia
6.938915682,100.6841953,Thailand
-28.10522702,-59.99881524,Argentina
51.52035946,15.50102297,Poland
-17.33262053,-62.89697957,Bolivia
-12.56323094,-58.01686027,Brazil
39.83981443,29.22194862,Turkey
30.30534017,-110.6684397,Mexico
-19.68840361,-49.17636432,Brazil
-21.19767737,24.7982869,Botswana
-29.50972607,-68.43345071,Argentina
63.59887464,146.4059083,Russia
56.64471356,10.06071668,Denmark
21.83581205,76.48355662,India
49.78740563,95.03399303,Mongolia
-43.97802232,-70.37103066,Argentina
53.74138618,125.0966284,Russia
51.44249818,142.7480705,Russia
-40.57029022,-66.48066398,Argentina
-37.74099473,141.3173159,Australia
-27.31828471,133.6246173,Australia
66.5753964,-53.49867352,Greenland
49.11630971,14.62300017,Czechia
-22.59420623,136.7290256,Australia
-37.56951436,-69.07283439,Argentina
18.25830096,80.29510771,India
-33.52487705,141.7171154,Australia
43.71820518,23.94570541,Bulgaria
12.58349028,8.471082938,Nigeria
-49.73586418,-72.33805737,Argentina
-23.85409195,21.1295789,Botswana
-23.27141687,-55.18076894,Brazil
54.07175036,22.48464603,Poland
36.90960628,34.8873172,Turkey
9.121942671,-1.27466573,Ghana
15.97371129,75.70414678,India
-32.34896678,124.8461114,Australia
6.884114538,3.104744481,Nigeria
-33.29798404,-57.2085428,Uruguay
51.16585836,58.62662119,Russia
-15.13980066,-53.53034954,Brazil
50.04415295,29.87092205,Ukraine
42.97877246,26.86698146,Bulgaria
2.28798475,-59.83827864,Brazil
46.04941681,20.10731275,Serbia
60.8066556,64.81210738,Russia
1.410316962,-78.58416978,Colombia
-29.24748952,-65.42269468,Argentina
-25.61625063,150.2299671,Australia
-21.02226273,116.3168847,Australia
-21.81497816,43.29511834,Madagascar
-26.83037652,118.3702348,Australia
-27.24865397,-52.59568654,Brazil
-21.71159394,-44.45073482,Brazil
-26.46910172,119.4528183,Australia
-33.26729094,-54.42964783,Uruguay
-37.12188978,-62.05322771,Argentina
53.42439698,20.33490037,Poland
-33.07823914,-69.27611868,Argentina
63.99712282,145.4021257,Russia
-33.06953247,-57.23935961,Uruguay
8.253359726,80.64190574,Sri Lanka
54.90389663,24.39116714,Lithuania
-5.022601496,-44.99326398,Brazil
-20.63393527,22.32271408,Botswana
22.59263162,120.6800671,Taiwan
61.6506732,74.36773634,Russia
-34.5190866,142.8731176,Australia
67.48385986,27.89402311,Finland
51.53833405,18.91362325,Poland
45.06734865,9.777658923,Italy
12.24852448,79.21153441,India
-13.78365687,-57.03629325,Brazil
-30.4256181,29.14123614,South Africa
-3.176713909,39.68468182,Kenya
-17.35180436,-54.75811229,Brazil
46.84516053,112.3751811,Mongolia
-1.664978096,114.5994169,Indonesia
38.8538954,39.822788,Turkey
48.70561557,15.60456374,Austria
-10.60618508,-58.59997842,Brazil
26.87952241,-99.83044901,Mexico
39.85857831,22.17367492,Greece
12.6854685,121.3416512,Philippines
10.19136931,11.114652,Nigeria
66.55117975,26.17731874,Finland
10.02056113,8.936191319,Nigeria
-34.91862974,148.1617116,Australia
22.79261057,74.47363237,India
-16.38462928,143.073459,Australia
-15.08976796,-47.31410122,Brazil
61.74902839,54.91590959,Russia
43.64136785,43.84933169,Russia
2.285476805,-59.83912108,Brazil
-12.73992362,131.464882,Australia
-28.03716186,31.58033399,South Africa
-28.28720829,-62.0828192,Argentina
-16.61371042,135.8676386,Australia
19.6784308,-87.86768396,Mexico
15.54586065,77.52755036,India
-8.807377356,-49.68672082,Brazil
61.81284799,129.8472386,Russia
-22.09973034,-53.48702637,Brazil
12.68635546,-14.93854548,Guinea-Bissau
22.89140165,92.05834448,Bangladesh
47.94294612,37.55742189,Ukraine
-17.42378595,-69.52602769,Peru
-12.70250884,142.3658725,Australia
-23.133259,119.2472208,Australia
-26.5906833,120.2260383,Australia
-31.02301484,-67.29615897,Argentina
68.14580067,25.71141717,Finland
38.28663998,41.98939496,Turkey
47.89546347,18.32008729,Slovakia
9.337165632,5.225381681,Nigeria
45.94698923,115.7321578,Mongolia
45.51961206,18.24522349,Croatia
69.09894915,27.64156535,Finland
-44.55228465,-67.43775672,Argentina
10.64508963,4.895889284,Nigeria
8.837486674,7.979396762,Nigeria
24.90011369,-103.2140033,Mexico
-4.610794243,-56.32906965,Brazil
-9.859589569,-40.08454318,Brazil
-41.64173191,-68.26687532,Argentina
14.83858861,104.8139416,Thailand
-33.63921728,115.4505225,Australia
14.10008364,106.3389359,Cambodia
38.28474038,33.73250162,Turkey
66.58455502,25.61667541,Finland
4.416246258,-76.05933057,Colombia
-0.571056966,-80.17708409,Ecuador
-26.53480018,150.6401893,Australia
-31.81318635,128.3445708,Australia
58.29687613,16.49495732,Sweden
26.57808255,-102.4241993,Mexico
-4.358799924,-46.24598293,Brazil
-0.338471161,117.3222984,Indonesia
-4.881515655,-43.1966975,Brazil
26.5327042,-99.99804683,Mexico
-35.69628206,146.5158646,Australia
52.506695,111.536138,Russia
-12.43481631,-42.34636577,Brazil
-14.95442147,-41.03454177,Brazil
-5.113986298,-45.11980827,Brazil
-25.35580372,131.8637431,Australia
-33.5651812,-62.69537458,Argentina
-25.93889612,-64.70278881,Argentina
-33.04300152,150.6815438,Australia
-32.84735047,-62.85945694,Argentina
-15.15988787,-49.81460749,Brazil
13.80285881,-13.88914875,Senegal
20.8644622,-103.019145,Mexico
-19.46533536,121.4657149,Australia
55.14412548,74.57092919,Russia
-38.43951505,-66.3099159,Argentina
-13.90479418,-47.36091457,Brazil
-14.25452188,-44.15987489,Brazil
45.46221224,23.61459854,Romania
46.6783304,25.36483531,Romania
55.05101716,-3.176128562,United Kingdom
45.3047302,22.00679595,Romania
40.04153416,-1.266606203,Spain
55.93090593,23.08364265,Lithuania
-17.22150136,-46.69713929,Brazil
54.54751526,113.3704867,Russia
43.54798838,24.9431719,Bulgaria
29.75764072,-109.8133125,Mexico
-1.194027093,35.7250823,Kenya
-11.2837353,-44.67047072,Brazil
-37.87385614,-66.46880816,Argentina
29.65082568,35.20976613,Jordan
17.89620388,80.08743836,India
42.32076484,25.56950809,Bulgaria
-29.06787276,-60.98434274,Argentina
45.93711034,20.89595911,Romania
45.70258498,21.28660803,Romania
-3.261722062,-51.46456537,Brazil
0.734785857,-60.45820059,Brazil
50.00694926,28.04351563,Ukraine
-34.76389632,147.555312,Australia
62.9562642,113.5415823,Russia
58.69624174,13.11293619,Sweden
-21.53402126,139.6538408,Australia
58.96039427,22.47708962,Estonia
14.81138758,104.9404688,Thailand
55.69370526,13.6467037,Sweden
45.90280746,115.423499,Mongolia
-23.06487788,150.7118287,Australia
-16.82414877,124.9160242,Australia
4.666669695,-60.29152088,Brazil
61.01704546,76.61783504,Russia
1.489654141,-75.36643505,Colombia
-43.006997,-71.06283704,Argentina
62.57931762,125.0270894,Russia
-17.161105,-50.89828064,Brazil
57.74731091,85.15844369,Russia
12.28176106,102.2662508,Thailand
50.27166396,21.22495264,Poland
35.64253821,10.08894522,Tunisia
-28.40371812,-52.03796948,Brazil
-32.71009498,151.6114488,Australia
-33.71488443,117.3183187,Australia
55.50817232,8.791133312,Denmark
39.50063072,33.7910318,Turkey
12.85195982,5.148620042,Nigeria
-22.61308467,29.85201586,South Africa
-8.47701636,-70.15063652,Brazil
-23.04647411,-63.93783669,Argentina
39.64346744,27.06791513,Turkey
16.35291387,-93.13851585,Mexico
-2.23945673,37.43339556,Kenya
56.257267,27.988765,Latvia
16.77616898,-3.005472455,Mali
-33.32075024,-59.22461094,Argentina
-17.12874114,-70.83690076,Peru
56.83394167,62.69632162,Russia
-16.89065155,-43.56929501,Brazil
62.93970681,152.3838646,Russia
-12.58473554,-74.69490914,Peru
-24.50498285,119.6385908,Australia
36.68323922,29.41621217,Turkey
-18.78927258,-68.25625153,Bolivia
-3.17785571,-60.14196793,Brazil
15.9649294,-13.59656556,Senegal
-27.85598256,115.6688849,Australia
-45.28430627,-68.64990728,Argentina
58.46862713,22.25497028,Estonia
-35.91686868,141.390783,Australia
13.4150672,103.2376493,Cambodia
-28.39781832,-53.65012924,Brazil
47.73048397,29.52756311,Ukraine
1.584151537,-78.70618246,Colombia
54.01765136,46.22926171,Russia
15.95130652,103.2751979,Thailand
25.50258396,-102.5152541,Mexico
53.10566654,20.37525263,Poland
16.28911432,-96.56128358,Mexico
37.92245446,14.95781481,Italy
61.28889943,-44.97534662,Greenland
46.90951492,105.8861931,Mongolia
-34.29563584,-57.35325993,Uruguay
-25.80421198,23.69288288,South Africa
-5.801047488,-79.83430862,Peru
-22.65958406,-53.85530524,Brazil
10.96581379,-2.425966329,Ghana
43.5335554,27.29968223,Bulgaria
-19.84324182,136.1870271,Australia
-16.41604327,-69.66230389,Peru
37.59919821,41.40319981,Turkey
50.35040413,16.16573201,Czechia
60.5695098,14.80395483,Sweden
-25.70944193,-49.89628711,Brazil
8.520547679,10.6340739,Nigeria
-28.1528171,-54.32822277,Brazil
-26.48111322,147.9152869,Australia
-4.879378335,-56.17033336,Brazil
54.18532643,-8.213120195,Ireland
-19.44662932,140.2263437,Australia
-8.14688832,-63.77113278,Brazil
7.23170443,5.078941091,Nigeria
-48.60295538,-67.49005796,Argentina
-23.89706629,22.08721389,Botswana
-21.79622525,26.23710597,Botswana
-20.48236406,145.4784868,Australia
55.90939736,90.12122609,Russia
5.047625697,-74.1020565,Colombia
37.14576206,34.83217781,Turkey
26.79782388,-105.1360157,Mexico
6.817347598,-2.502632254,Ghana
-21.19729736,-44.32986134,Brazil
-30.7531824,141.8283601,Australia
58.44004967,85.13237802,Russia
-30.82259381,24.95145531,South Africa
51.14924109,21.64474584,Poland
-12.73992362,131.464882,Australia
-49.88769579,-72.43478736,Argentina
-20.34420579,141.6610821,Australia
64.1430053,23.74237168,Finland
-23.21105422,117.6626664,Australia
-5.497056381,-79.4783657,Peru
-15.74040431,144.6840759,Australia
10.67474485,8.466179764,Nigeria
-24.0492172,149.5063055,Australia
51.03543264,22.09589963,Poland
50.64769469,40.46285549,Russia
-23.56056224,145.4242681,Australia
-33.87757064,-58.31991129,Uruguay
14.02327421,101.3094097,Thailand
-18.19459315,143.9668851,Australia
-29.84337308,-55.91271065,Brazil
11.86600035,104.4599329,Cambodia
37.68545023,-5.238322034,Spain
-3.533456434,-41.40615471,Brazil
-3.110041734,-58.42230312,Brazil
-22.93513343,-54.47174849,Brazil
-21.93188982,-44.55038683,Brazil
-6.423426051,-48.90427714,Brazil
31.47030554,-112.6842642,Mexico
40.09726934,8.506639852,Italy
-16.81283189,-42.31032583,Brazil
-25.77716838,151.4909078,Australia
0.391470773,40.92794968,Kenya
39.14489673,36.13692411,Turkey
8.380460385,4.991607436,Nigeria
8.282785164,5.832446679,Nigeria
7.65995437,4.456267985,Nigeria
9.511379916,8.605722117,Nigeria
-28.76769176,28.661826,Lesotho
15.07186002,-12.88021504,Senegal
-25.1889817,119.3298407,Australia
0.563386161,121.5681205,Indonesia
19.2111295,-98.9643354,Mexico
40.95190658,-5.969633474,Spain
-12.73992362,131.464882,Australia
-14.7588983,132.8508818,Australia
-28.70207186,148.1692315,Australia
-36.52311509,147.4543509,Australia
-24.88261774,-50.27680153,Brazil
7.464379045,6.612909921,Nigeria
44.69221944,110.0437624,Mongolia
63.46968768,34.38874396,Russia
-20.12230843,22.33630233,Botswana
-33.26756902,20.14729053,South Africa
-22.13965299,27.0129967,Botswana
49.09978642,34.24779107,Ukraine
-39.98782869,-62.66487774,Argentina
-27.83763229,120.7187967,Australia
16.30452757,74.43309891,India
-28.95812614,-62.17312925,Argentina
11.09494091,122.3866502,Philippines
-31.25201358,118.5922749,Australia
39.69691696,-1.168760272,Spain
46.694468,113.3025767,Mongolia
-6.099509236,-48.59969513,Brazil
20.02117372,-105.3444939,Mexico
65.54682434,-38.98477103,Greenland
-5.812802718,-55.72782352,Brazil
-11.02091757,-76.21130234,Peru
61.00001995,79.43252854,Russia
-23.63159128,-54.80284704,Brazil
12.57280475,76.15560647,India
44.53140775,9.115003468,Italy
-27.55814378,-63.94065737,Argentina
-30.00642157,-63.77906691,Argentina
-9.741331918,-41.23912513,Brazil
55.43686003,45.97694494,Russia
-29.6410816,-64.82120638,Argentina
68.34629245,18.9487958,Sweden
-28.1356689,28.09342238,South Africa
63.0254229,112.4953085,Russia
0.57199872,38.78106715,Kenya
-12.47239317,-43.45965885,Brazil
-27.64121001,-66.30094339,Argentina
13.35510488,102.5443774,Cambodia
4.866647472,6.375697882,Nigeria
49.5714298,17.9028116,Czechia
36.53736454,34.05102034,Turkey
49.20233814,33.9436373,Ukraine
6.527660048,-2.19494872,Ghana
-37.74881389,148.3431361,Australia
-17.74061297,-49.15775257,Brazil
-29.46314585,-65.66896524,Argentina
-7.695459753,-41.5574806,Brazil
-9.798264752,-66.5289351,Brazil
-40.014929,-62.66541172,Argentina
5.837818378,8.04448344,Nigeria
-23.88246746,139.5361652,Australia
47.72695798,29.52680095,Ukraine
-6.526651366,-76.30262824,Peru
8.029272897,9.996629059,Nigeria
-46.69231617,-67.37734933,Argentina
11.03728345,7.441913148,Nigeria
43.61205321,25.53894252,Bulgaria
-25.27059282,152.245283,Australia
6.917510318,7.276932893,Nigeria
7.930111703,4.482951161,Nigeria
47.04928669,111.7989343,Mongolia
48.50427883,19.81155114,Slovakia
-0.204638703,-51.34989619,Brazil
-19.74747745,-40.0630584,Brazil
40.72079126,43.63404661,Turkey
39.67447866,36.61225405,Turkey
-33.94281964,138.1653407,Australia
56.13603611,28.00280866,Latvia
-6.803272353,-63.02311451,Brazil
-25.48961053,114.0879927,Australia
62.91369109,152.4141128,Russia
16.2893809,-0.045093347,Mali
22.75067429,81.45604658,India
-6.285935345,-79.65814867,Peru
-30.81842359,29.16503398,South Africa
7.651322404,5.595467503,Nigeria
62.68424395,49.58194156,Russia
52.84569633,60.34642492,Russia
-29.72519217,138.1167277,Australia
14.87560762,98.62003393,Thailand
-22.34627291,-55.72572727,Brazil
37.22159066,39.91541772,Turkey
-23.61517964,20.89817191,Botswana
44.96435088,46.53106785,Russia
48.38194553,91.18392776,Mongolia
37.202541,27.74852977,Turkey
-9.277489733,-48.76483055,Brazil
-27.43309337,148.8401769,Australia
-26.52055045,-58.48674975,Argentina
21.32665878,72.8321482,India
-7.738644827,-46.0393742,Brazil
-7.852460891,-39.0877605,Brazil
13.06069742,-14.52122212,Senegal
19.76240172,83.47558387,India
-20.72976673,140.719481,Australia
14.49080869,77.30700585,India
62.9303538,29.19641319,Finland
49.24028816,15.16019969,Czechia
2.846025925,99.4824122,Indonesia
77.78719533,-70.62682826,Greenland
68.15249528,23.09337386,Sweden
47.01956206,107.6561753,Mongolia
2.322725771,37.99244712,Kenya
-26.5906833,120.2260383,Australia
-18.96701724,-41.97320438,Brazil
44.45951373,28.19961856,Romania
-14.10942882,-57.99650453,Brazil
77.46777821,-69.20268729,Greenland
-6.560036479,-49.7729232,Brazil
5.845050677,8.038924872,Nigeria
-27.39897549,148.096125,Australia
-23.74001621,26.47733885,Botswana
59.53947692,14.30018364,Sweden
-3.408153443,38.9524988,Kenya
56.98357655,63.21975512,Russia
67.96123794,21.60682133,Sweden
47.73426316,17.12132555,Hungary
45.88265669,115.0203663,Mongolia
56.05945436,159.0059219,Russia
-19.12145061,-40.63733793,Brazil
-24.56335905,24.13831241,Botswana
-50.80985803,-70.76347164,Argentina
-25.30778586,149.6536512,Australia
53.29789327,108.6250891,Russia
-16.68111568,134.8944229,Australia
48.01786376,106.7250985,Mongolia
-21.37538087,-45.59485452,Brazil
41.12806536,28.94463211,Turkey
40.86102948,20.18884731,Albania
59.46459399,127.0375037,Russia
-7.599614661,-40.81858915,Brazil
-8.103224745,-55.14390637,Brazil
17.73054175,98.84228415,Thailand
8.844618747,80.83119383,Sri Lanka
-24.60176345,149.8812456,Australia
